[2026-07-20 12:52:24] INFO     | generic_segment_parser | Generic segment parser: awr_COLDBPRD_1_221212_0030_0130.html
[2026-07-20 12:52:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_row_lck_waits
[2026-07-20 12:52:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_itl_waits
[2026-07-20 12:52:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:52:39] INFO     | generic_segment_parser | Inserted 2 rows → awr_seg_table_scan
[2026-07-20 12:52:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_opt_reads
[2026-07-20 12:52:39] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 59 total rows
[2026-07-20 12:53:44] INFO     | generic_segment_parser | Generic segment parser: awr_COLDBPRD_1_221212_0130_0230.html
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 4 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 2 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 1 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 1 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 1 rows
[2026-07-20 12:53:45] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 12:53:45] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 12:53:45] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 5 rows
[2026-07-20 12:53:45] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 4 rows
[2026-07-20 12:53:45] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache CR Blocks Received'
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_logical_reads
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_reads
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_read_req
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_writes
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_write_req
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 4 rows → awr_seg_direct_phy_reads
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 2 rows → awr_seg_direct_phy_writes
[2026-07-20 12:53:45] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_buff_busy_waits
[2026-07-20 12:53:46] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_row_lck_waits
[2026-07-20 12:53:46] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_itl_waits
[2026-07-20 12:53:46] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:53:46] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_table_scan
[2026-07-20 12:53:46] INFO     | generic_segment_parser | Inserted 4 rows → awr_seg_opt_reads
[2026-07-20 12:53:46] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 48 total rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | Generic segment parser: awr_COLDBPRD_1_221212_0230_0330.html
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 2 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 2 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 1 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 1 rows
[2026-07-20 12:55:03] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 1 rows
[2026-07-20 12:55:04] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 12:55:04] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 12:55:04] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 12:55:04] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 12:55:04] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 5 rows
[2026-07-20 12:55:04] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 2 rows
[2026-07-20 12:55:04] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache CR Blocks Received'
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_logical_reads
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_reads
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_read_req
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_writes
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_write_req
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 2 rows → awr_seg_direct_phy_reads
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 2 rows → awr_seg_direct_phy_writes
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_buff_busy_waits
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_row_lck_waits
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_itl_waits
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_table_scan
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Inserted 2 rows → awr_seg_opt_reads
[2026-07-20 12:55:04] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 44 total rows
[2026-07-20 12:55:14] INFO     | generic_segment_parser | Generic segment parser: 11_1.html
[2026-07-20 12:55:14] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 12:55:14] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 12:55:14] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 12:55:14] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 12:55:14] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 12:55:14] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 5 rows
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 1 rows
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 5 rows
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 5 rows
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 5 rows
[2026-07-20 12:55:15] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 12:55:15] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 12:55:15] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 1 rows
[2026-07-20 12:55:15] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 5 rows
[2026-07-20 12:55:15] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache CR Blocks Received'
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_logical_reads
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_reads
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_read_req
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_writes
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_write_req
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_direct_phy_reads
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_direct_phy_writes
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_buff_busy_waits
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_row_lck_waits
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_itl_waits
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:55:15] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_table_scan
[2026-07-20 12:55:16] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_opt_reads
[2026-07-20 12:55:16] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 57 total rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | Generic segment parser: awr_COLDBPRD_1_221212_0330_0430.html
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 16 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 16 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 16 rows
[2026-07-20 12:56:16] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 12:56:16] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 12:56:16] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 5 rows
[2026-07-20 12:56:16] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 5 rows
[2026-07-20 12:56:16] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache CR Blocks Received'
[2026-07-20 12:56:16] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_logical_reads
[2026-07-20 12:56:16] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_reads
[2026-07-20 12:56:16] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_read_req
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_writes
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_write_req
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_direct_phy_reads
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_direct_phy_writes
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 16 rows → awr_seg_buff_busy_waits
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 16 rows → awr_seg_row_lck_waits
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 16 rows → awr_seg_itl_waits
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_table_scan
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_opt_reads
[2026-07-20 12:56:17] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 98 total rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | Generic segment parser: awr_COLDBPRD_1_221212_0430_0530.html
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 3 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 2 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 1 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 1 rows
[2026-07-20 12:57:38] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 1 rows
[2026-07-20 12:57:38] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 12:57:38] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 12:57:38] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 12:57:39] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 12:57:39] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 5 rows
[2026-07-20 12:57:39] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 3 rows
[2026-07-20 12:57:39] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache CR Blocks Received'
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_logical_reads
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_reads
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_read_req
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_writes
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_write_req
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 3 rows → awr_seg_direct_phy_reads
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 2 rows → awr_seg_direct_phy_writes
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_buff_busy_waits
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_row_lck_waits
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_itl_waits
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_table_scan
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Inserted 3 rows → awr_seg_opt_reads
[2026-07-20 12:57:39] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 46 total rows
[2026-07-20 12:57:53] INFO     | generic_segment_parser | Generic segment parser: 12_1.html
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 1 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 5 rows
[2026-07-20 12:57:54] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 12:57:54] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 12:57:54] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 1 rows
[2026-07-20 12:57:54] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 5 rows
[2026-07-20 12:57:54] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache CR Blocks Received'
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_logical_reads
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_reads
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_read_req
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_writes
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_phy_write_req
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_direct_phy_reads
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_direct_phy_writes
[2026-07-20 12:57:54] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_buff_busy_waits
[2026-07-20 12:57:55] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_row_lck_waits
[2026-07-20 12:57:55] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_itl_waits
[2026-07-20 12:57:55] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_db_blk_chg
[2026-07-20 12:57:55] INFO     | generic_segment_parser | Inserted 1 rows → awr_seg_table_scan
[2026-07-20 12:57:55] INFO     | generic_segment_parser | Inserted 5 rows → awr_seg_opt_reads
[2026-07-20 12:57:55] INFO     | generic_segment_parser | Segment parsing complete — 13 section(s), 57 total rows
[2026-07-20 13:43:02] INFO     | generic_segment_parser | Generic segment parser: 9_1.html
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Logical Reads: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Physical Reads: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Physical Read Requests: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Physical Writes: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Physical Write Requests: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Reads: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Direct Physical Writes: 1 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Buffer Busy Waits: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Row Lock Waits: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by ITL Waits: 5 rows
[2026-07-20 13:43:03] WARNING  | generic_segment_parser | Section not found: 'Segments by CR Blocks Received'
[2026-07-20 13:43:03] WARNING  | generic_segment_parser | Section not found: 'Segments by Current Blocks Received'
[2026-07-20 13:43:03] WARNING  | generic_segment_parser | Section not found: 'Segments by Global Cache Buffer Busy'
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by DB Blocks Changes: 5 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Table Scans: 1 rows
[2026-07-20 13:43:03] INFO     | generic_segment_parser | ✅ Segments by Optimized Reads: 5 rows
